question,truth
878_1757_0,0
449_1990_1,1
798_1234_0,0
750_1222_0,0
251_1382_0,0
1011_1661_0,0
901_1655_0,0
862_1100_0,0
1052_1380_1,1
952_1582_0,0
1010_1410_0,0
941_1744_0,0
474_1968_0,0
901_2043_0,0
950_2076_0,0
830_1772_0,0
15_1542_0,0
612_1777_1,1
455_1531_1,1
534_1383_0,0
660_1203_0,0
719_1882_0,0
828_1569_0,0
676_1967_0,0
853_1903_0,0
533_1433_0,0
232_1335_1,1
651_1796_0,0
867_1618_0,0
837_2115_0,0
374_1263_1,1
539_1565_1,1
961_1166_0,0
230_1407_0,0
254_1541_1,1
481_1928_0,0
478_1993_0,0
772_1799_0,0
626_1649_0,0
307_1200_1,1
774_1889_0,0
841_1903_0,0
529_1433_0,0
490_1500_0,0
560_1642_0,0
565_1433_0,0
33_1721_0,0
482_1712_0,0
510_1274_0,0
521_2094_0,0
662_1203_0,0
417_1247_0,0
869_1618_0,0
750_1717_0,0
209_1327_0,0
105_1753_0,0
750_2157_0,0
14_1140_0,0
441_2061_0,0
213_1959_0,0
21_1121_0,0
324_1993_0,0
842_1743_0,0
849_1905_0,0
717_1476_0,0
73_1158_1,1
679_1767_1,1
23_1140_0,0
432_1240_0,0
769_1141_0,0
947_1593_0,0
986_1255_0,0
547_1969_0,0
9_1119_1,1
480_1541_0,0
298_1398_0,0
492_1618_0,0
505_1641_1,1
795_1899_1,1
965_1490_0,0
906_1618_0,0
804_1796_0,0
191_1722_0,0
617_1568_1,1
481_2008_0,0
59_1185_0,0
488_1818_0,0
49_1339_0,0
361_1437_0,0
632_1816_0,0
534_1717_0,0
905_1418_0,0
1004_1095_0,0
536_1716_0,0
901_1496_0,0
922_2086_0,0
513_1630_0,0
474_2146_0,0
484_2094_0,0
623_1759_0,0
433_1171_0,0
446_1713_0,0
968_1917_0,0
998_1623_0,0
443_1660_0,0
782_1366_0,0
835_1254_1,1
656_1569_0,0
1017_2058_0,0
683_2103_0,0
949_1709_0,0
587_1227_0,0
795_1758_0,0
670_1962_0,0
42_1476_0,0
820_1886_0,0
880_1974_0,0
997_2139_0,0
668_1169_0,0
15_1126_1,1
739_2138_0,0
890_1662_0,0
776_1799_0,0
551_1746_0,0
934_2114_1,1
410_1178_1,1
902_1814_0,0
446_1497_0,0
841_1900_0,0
564_1433_0,0
41_1891_0,0
549_1675_0,0
939_1665_0,0
619_1757_0,0
211_1958_0,0
639_2158_0,0
1052_1746_0,0
58_1515_0,0
691_1866_0,0
712_1871_1,1
346_2100_0,0
402_1564_0,0
38_1894_0,0
714_2031_0,0
685_1916_0,0
492_1557_0,0
127_1111_1,1
161_1173_0,0
750_1723_0,0
890_1590_0,0
665_1474_0,0
830_1801_0,0
618_1745_0,0
843_1759_0,0
173_1187_0,0
346_1956_0,0
691_1869_0,0
177_1241_0,0
760_1630_0,0
782_1282_0,0
569_1762_0,0
720_1880_0,0
12_1139_0,0
577_1993_0,0
876_2143_1,1
918_2092_0,0
836_1931_0,0
798_1209_0,0
967_2090_0,0
980_2139_1,1
329_1806_0,0
688_1528_0,0
97_1337_0,0
807_1503_1,1
668_1337_0,0
650_1728_0,0
1012_2157_0,0
490_2043_0,0
360_1241_0,0
808_1814_0,0
182_1709_0,0
903_2094_0,0
446_1814_0,0
651_1729_0,0
839_1901_0,0
808_1244_0,0
355_1358_1,1
492_1814_0,0
787_1393_1,1
498_1368_0,0
131_1285_1,1
540_1501_0,0
1017_2051_1,1
1040_1180_0,0
555_1287_0,0
938_1663_0,0
530_1805_0,0
581_2070_0,0
693_1868_1,1
184_1952_0,0
767_1385_0,0
165_1134_0,0
238_1085_0,0
726_1673_0,0
948_1814_0,0
828_1512_0,0
637_1798_0,0
1002_2140_1,1
757_1219_0,0
710_1922_0,0
883_1809_0,0
387_1536_0,0
644_1714_0,0
391_1475_1,1
487_1874_0,0
645_1543_0,0
697_1855_0,0
956_1917_0,0
1070_1600_1,1
428_1382_0,0
262_1146_0,0
989_2153_0,0
52_1399_0,0
221_1927_0,0
901_1541_0,0
597_1255_0,0
734_1798_0,0
455_1371_0,0
96_1448_0,0
296_1099_0,0
988_1481_0,0
785_1490_0,0
681_1974_0,0
1008_1506_0,0
448_1529_0,0
520_2018_0,0
34_2129_0,0
484_1926_0,0
251_1721_0,0
761_1583_0,0
961_2047_0,0
485_1617_0,0
663_1752_0,0
101_1084_0,0
896_1707_0,0
882_1964_0,0
791_1666_0,0
487_1873_0,0
488_2075_0,0
923_2091_1,1
901_1668_0,0
112_1342_0,0
183_1245_1,1
884_1593_0,0
443_1523_0,0
293_1171_0,0
791_1962_0,0
58_1285_0,0
711_1826_0,0
448_1242_0,0
737_1921_0,0
297_1297_0,0
404_1186_1,1
903_1809_0,0
505_1925_0,0
16_1542_0,0
365_1418_0,0
81_1379_0,0
269_1429_1,1
1000_1381_0,0
526_2006_0,0
401_1598_0,0
737_1967_1,1
1015_1956_0,0
1032_1415_0,0
567_1796_0,0
446_1669_0,0
961_1182_0,0
902_1593_0,0
642_1511_0,0
354_1230_0,0
52_2001_0,0
506_1643_0,0
15_1223_0,0
181_1814_0,0
1008_1333_1,1
158_1289_0,0
639_1964_1,1
994_1342_0,0
583_1733_0,0
914_2090_0,0
465_1663_0,0
488_1711_0,0
143_1874_0,0
483_1711_0,0
655_1638_0,0
208_1267_1,1
753_1966_0,0
482_1735_0,0
650_1777_0,0
97_1169_0,0
181_1214_1,1
595_1723_0,0
449_1656_0,0
87_1140_0,0
988_1928_0,0
195_1192_0,0
716_1824_0,0
329_1381_1,1
632_1969_0,0
478_1928_0,0
587_1189_0,0
506_1644_0,0
345_1093_0,0
300_1506_0,0
360_1134_0,0
561_1635_0,0
910_2056_0,0
884_1687_0,0
941_1593_0,0
796_1908_0,0
484_2008_0,0
902_1688_0,0
594_1872_0,0
1012_1720_0,0
629_1555_1,1
111_1169_0,0
454_2060_0,0
95_1180_1,1
579_1650_0,0
939_1274_0,0
665_1714_0,0
33_1718_0,0
38_1430_0,0
535_1598_0,0
545_1732_0,0
789_1618_0,0
488_1593_0,0
477_1617_0,0
443_2060_0,0
165_1155_1,1
480_1926_0,0
346_2140_0,0
485_1618_0,0
297_1398_0,0
533_1677_0,0
794_1329_0,0
738_2158_0,0
734_1968_0,0
572_1825_1,1
936_2059_0,0
400_1239_1,1
921_2088_0,0
651_1762_0,0
502_1643_1,1
988_1592_0,0
1000_1720_0,0
230_1409_0,0
962_1167_0,0
171_1241_0,0
100_1100_1,1
421_1621_0,0
331_1468_0,0
862_2059_0,0
485_1691_1,1
961_1103_0,0
280_1597_0,0
610_1745_0,0
256_1508_0,0
257_1117_0,0
228_1690_0,0
471_1660_0,0
1032_1531_0,0
913_2083_0,0
617_1512_0,0
307_1319_0,0
942_1557_0,0
1020_1192_0,0
88_1240_0,0
126_1483_0,0
716_1945_0,0
529_1845_0,0
765_1717_0,0
903_2042_1,1
191_1220_0,0
988_1656_0,0
721_1881_1,1
849_1900_0,0
959_1175_0,0
88_1141_0,0
846_1901_0,0
482_1541_0,0
639_1922_0,0
559_1567_0,0
477_1962_0,0
563_1791_0,0
433_1165_0,0
795_1905_0,0
910_2055_1,1
109_1518_0,0
445_2074_0,0
844_1900_0,0
632_1841_0,0
908_1704_0,0
443_1659_0,0
958_2152_0,0
720_2161_0,0
840_1902_0,0
497_1960_0,0
496_2042_0,0
876_1650_0,0
858_2030_0,0
546_1816_0,0
467_1585_0,0
50_1307_0,0
587_1237_0,0
750_1708_0,0
517_1613_0,0
626_1650_0,0
545_1841_0,0
884_1418_0,0
39_1274_1,1
488_1656_0,0
790_1598_0,0
191_1383_0,0
765_1722_0,0
900_1706_0,0
490_1624_0,0
153_1543_0,0
38_1882_0,0
354_1584_0,0
905_1340_0,0
551_1844_0,0
672_1903_0,0
710_2103_0,0
423_1287_0,0
655_1645_0,0
459_1661_0,0
850_1796_0,0
277_2054_0,0
365_1255_0,0
575_1874_0,0
763_1150_0,0
257_1474_0,0
243_1831_0,0
712_1869_0,0
428_1417_0,0
847_1905_0,0
759_1369_0,0
985_1654_0,0
446_1962_0,0
644_1721_0,0
110_1169_0,0
665_1222_0,0
481_1713_0,0
596_1255_0,0
608_1995_0,0
164_1317_1,1
797_1142_0,0
1023_1521_0,0
826_2048_0,0
485_2048_0,0
390_1695_1,1
485_1593_0,0
594_1317_0,0
226_1162_0,0
464_1793_1,1
738_1967_0,0
451_1509_0,0
750_1383_0,0
482_1481_0,0
863_1558_0,0
675_1922_0,0
998_2075_0,0
721_1430_0,0
578_1500_0,0
623_1898_0,0
581_2053_0,0
848_1740_0,0
446_1541_0,0
426_1564_0,0
808_1666_0,0
149_1328_1,1
620_1969_0,0
687_1650_0,0
714_1824_0,0
165_1241_0,0
257_1597_0,0
605_1604_1,1
409_1841_0,0
299_1999_0,0
373_1666_0,0
636_1757_0,0
571_1757_0,0
901_1814_0,0
467_1659_1,1
545_1968_0,0
420_1357_0,0
992_2023_0,0
525_2125_0,0
225_1343_0,0
595_1221_0,0
560_1638_0,0
161_1086_1,1
804_2053_0,0
958_1912_0,0
474_1732_0,0
1013_2010_1,1
907_1709_0,0
804_1776_1,1
948_1962_0,0
169_1376_0,0
791_1815_0,0
956_2122_0,0
845_1900_1,1
1048_1241_0,0
695_1804_0,0
500_1643_0,0
923_2085_0,0
66_1156_1,1
244_1525_0,0
345_1163_0,0
975_2051_0,0
66_1141_0,0
984_2036_0,0
483_1687_0,0
338_1361_0,0
904_1735_0,0
995_2018_0,0
595_1598_1,1
575_1712_0,0
610_1777_0,0
225_1224_1,1
631_1968_0,0
1020_1895_0,0
1016_2043_0,0
480_2074_0,0
903_1592_0,0
504_1765_0,0
487_1713_0,0
182_2018_0,0
65_1240_0,0
911_1480_0,0
577_1873_0,0
836_2115_0,0
632_1649_0,0
658_1543_0,0
251_1718_0,0
220_1367_1,1
826_1809_0,0
714_1945_0,0
961_1337_0,0
487_2074_0,0
274_2045_0,0
737_2065_0,0
268_1422_0,0
524_2022_0,0
293_1165_0,0
532_1805_0,0
480_1623_0,0
1045_1776_0,0
20_1161_0,0
277_1993_0,0
265_1472_0,0
1036_2104_0,0
846_1759_0,0
547_1945_0,0
738_1982_0,0
180_1377_0,0
558_1678_1,1
32_1279_0,0
587_1700_0,0
578_2042_0,0
445_2082_0,0
645_1723_0,0
615_1715_0,0
914_2086_0,0
406_1634_1,1
492_1709_0,0
565_1819_0,0
531_1433_0,0
875_2018_0,0
686_2075_0,0
257_1229_0,0
592_2081_0,0
756_1638_0,0
905_1993_0,0
487_1500_0,0
1063_2089_0,0
537_1658_0,0
617_1585_0,0
902_2073_0,0
639_1916_0,0
55_1148_0,0
650_1796_1,1
366_1163_0,0
529_1746_0,0
880_2065_0,0
136_1227_1,1
911_1211_0,0
1012_1716_0,0
982_2119_0,0
626_2031_0,0
472_1766_0,0
66_1379_0,0
933_2059_0,0
65_1128_0,0
451_2061_0,0
980_1654_0,0
786_1703_0,0
670_1712_0,0
1061_1689_0,0
615_1720_0,0
55_1142_0,0
93_2132_0,0
192_1717_0,0
394_1522_0,0
637_1913_0,0
902_1500_0,0
503_1594_0,0
962_2046_1,1
1024_1566_1,1
579_2024_0,0
477_1666_0,0
711_1742_0,0
880_1916_0,0
496_1928_0,0
826_1928_0,0
504_1644_0,0
938_1636_0,0
536_1259_0,0
161_1108_0,0
1062_1663_0,0
444_1663_1,1
501_1640_0,0
454_1509_0,0
1003_1331_1,1
407_1512_0,0
665_1722_0,0
996_2036_0,0
924_2088_0,0
699_1854_0,0
772_1732_0,0
503_2004_0,0
433_1448_0,0
294_1222_0,0
800_2131_0,0
835_1197_0,0
431_1113_1,1
616_1722_0,0
20_1206_0,0
683_1982_0,0
870_2113_0,0
967_2087_0,0
723_1881_0,0
351_1962_0,0
719_1427_0,0
1061_2074_0,0
576_1659_0,0
535_1721_0,0
165_1141_0,0
589_1313_1,1
686_2008_0,0
444_1659_0,0
296_1521_0,0
268_1430_1,1
242_1667_0,0
796_1899_0,0
885_1935_1,1
666_1382_0,0
357_1942_0,0
741_2159_0,0
1001_1701_1,1
459_1105_0,0
907_1593_0,0
531_1747_0,0
988_2073_0,0
882_2158_0,0
545_2031_0,0
813_1498_0,0
392_1343_0,0
895_1673_0,0
534_1597_0,0
709_1878_0,0
416_1466_1,1
564_1846_0,0
128_1109_1,1
858_1255_0,0
490_1656_0,0
660_1517_0,0
435_1314_0,0
478_1687_0,0
1016_1587_0,0
135_1092_0,0
512_1630_0,0
716_2031_0,0
1012_1598_0,0
950_1712_0,0
914_2089_0,0
567_1768_0,0
1023_1197_0,0
561_1671_1,1
291_1862_0,0
341_1489_1,1
43_1881_0,0
109_1584_0,0
644_1719_0,0
377_1454_0,0
966_1241_0,0
709_1649_0,0
564_1819_0,0
765_1383_0,0
95_1169_0,0
471_1587_0,0
445_1711_0,0
191_1717_0,0
716_1781_1,1
644_1381_0,0
575_1557_0,0
720_1476_0,0
594_1162_0,0
532_2064_0,0
997_1654_0,0
670_1928_0,0
371_1593_0,0
671_1904_0,0
281_1223_0,0
850_1768_0,0
671_1898_0,0
998_1624_0,0
330_1722_0,0
563_1807_0,0
663_1347_0,0
961_2021_0,0
734_2031_0,0
1032_1370_0,0
668_1171_0,0
296_1253_1,1
401_1474_0,0
573_1768_0,0
593_1773_1,1
57_1189_1,1
686_1670_0,0
869_2094_0,0
765_1384_0,0
33_1382_0,0
50_1570_0,0
270_1430_0,0
1040_1171_0,0
499_1639_0,0
556_1154_0,0
716_1649_0,0
568_2053_0,0
870_2069_0,0
432_1156_0,0
575_1928_0,0
485_1956_0,0
525_2004_0,0
266_2135_0,0
949_1711_0,0
742_1973_0,0
65_1141_0,0
796_1907_0,0
250_1959_1,1
619_2053_0,0
233_1266_1,1
921_2092_1,1
941_2140_0,0
53_1318_0,0
729_1529_0,0
859_1639_0,0
432_1390_0,0
95_2047_0,0
534_1723_0,0
249_1262_1,1
496_2043_0,0
387_1999_0,0
813_2146_0,0
1022_1163_0,0
686_1928_0,0
672_1896_0,0
889_2061_1,1
597_1962_0,0
178_1539_1,1
445_1687_0,0
343_1500_1,1
578_1687_0,0
164_1418_0,0
500_1645_0,0
464_1755_0,0
536_1139_0,0
950_1818_0,0
182_1711_0,0
729_1369_0,0
772_1968_0,0
1039_1650_0,0
197_1991_0,0
356_1927_0,0
1051_1411_0,0
570_1740_0,0
476_2127_1,1
421_1291_0,0
963_1182_0,0
542_1807_1,1
633_1647_1,1
136_1189_0,0
931_1100_0,0
841_1896_0,0
995_1711_0,0
917_2088_1,1
65_1202_0,0
546_2031_0,0
50_1184_1,1
1022_1099_0,0
496_2008_0,0
477_1528_0,0
257_1716_0,0
281_1383_0,0
643_1316_1,1
1016_2073_0,0
921_2090_0,0
65_1241_0,0
902_2042_1,1
906_1668_0,0
808_1234_0,0
1002_1818_0,0
1006_1446_0,0
483_1736_0,0
533_2064_0,0
856_2142_0,0
886_2018_0,0
928_1353_0,0
639_1982_0,0
835_1895_0,0
752_1674_0,0
575_2008_0,0
772_1913_1,1
937_1763_1,1
576_1697_0,0
8_1243_1,1
678_1971_0,0
658_1223_0,0
964_2047_0,0
172_1127_1,1
928_2056_1,1
169_2030_0,0
213_1409_0,0
780_1440_0,0
435_1180_0,0
433_2047_0,0
569_1777_0,0
838_1519_0,0
861_2059_0,0
869_1666_0,0
907_1818_0,0
658_1598_0,0
1008_1297_0,0
499_1643_0,0
714_1968_0,0
246_1296_0,0
531_1676_0,0
599_1730_0,0
143_1593_0,0
1008_1399_0,0
523_1619_1,1
471_1523_0,0
671_1897_0,0
790_1689_0,0
261_1203_0,0
855_1470_0,0
772_1649_0,0
33_1229_0,0
533_1380_0,0
536_1720_0,0
789_1709_1,1
666_1383_0,0
861_2113_0,0
891_1491_0,0
242_1329_0,0
805_2070_0,0
577_2075_0,0
965_2055_0,0
552_1294_0,0
529_1961_0,0
597_1670_0,0
147_1708_0,0
289_1108_0,0
920_2150_0,0
996_2035_0,0
366_1566_0,0
468_1686_0,0
826_1664_0,0
492_1744_1,1
948_2018_0,0
688_1713_0,0
581_1796_0,0
229_1959_0,0
949_1656_0,0
536_1261_0,0
786_1752_0,0
389_1536_0,0
941_1711_0,0
623_1903_0,0
1038_1732_0,0
658_1719_0,0
748_1617_0,0
976_2051_0,0
956_1963_0,0
613_1329_0,0
859_1643_0,0
548_1274_0,0
482_1809_0,0
309_1429_0,0
1020_1100_0,0
852_1758_0,0
497_1644_0,0
683_1975_0,0
805_1757_0,0
640_1119_0,0
231_1846_0,0
581_1757_0,0
290_1431_0,0
420_1539_0,0
564_1292_0,0
532_1380_0,0
576_1661_0,0
686_1926_0,0
214_1959_0,0
853_1759_0,0
723_1428_0,0
582_2165_1,1
185_1385_0,0
459_1590_1,1
778_1598_0,0
171_1770_0,0
661_1578_0,0
63_1141_1,1
33_2157_0,0
472_1793_0,0
809_1142_1,1
487_1926_0,0
524_2037_0,0
927_1633_0,0
577_1735_1,1
24_2129_0,0
469_1686_1,1
192_1383_0,0
429_1746_0,0
323_1238_1,1
481_2042_0,0
867_1617_0,0
1012_1543_0,0
90_1162_0,0
808_1376_0,0
523_2020_0,0
473_1755_0,0
388_1536_1,1
666_1597_0,0
254_1711_0,0
63_1390_0,0
626_1913_0,0
950_2075_0,0
348_1520_0,0
591_1931_0,0
949_1623_0,0
389_1400_0,0
826_1619_0,0
360_1156_0,0
660_1753_0,0
1081_1566_0,0
343_1711_0,0
247_1296_1,1
734_1931_0,0
847_1897_0,0
549_1961_0,0
941_1956_0,0
360_1240_0,0
757_1475_0,0
173_2048_0,0
548_1628_0,0
858_1656_0,0
428_1542_1,1
483_2043_0,0
300_1400_0,0
753_1983_1,1
517_1631_0,0
192_1384_0,0
934_1100_0,0
780_1331_0,0
554_1679_0,0
688_2008_0,0
692_1869_0,0
632_1824_0,0
254_1497_0,0
489_1929_0,0
903_2062_0,0
868_2098_0,0
738_1972_0,0
2_1125_0,0
281_1597_0,0
616_1383_0,0
386_1537_0,0
591_1842_0,0
804_1801_0,0
490_2073_0,0
481_1814_0,0
893_2071_0,0
556_1369_0,0
681_1964_0,0
716_1816_0,0
269_1191_0,0
482_1711_0,0
1074_2173_0,0
709_1931_0,0
976_2058_1,1
290_1430_0,0
789_1962_0,0
105_1203_0,0
868_2097_0,0
401_1722_0,0
481_1962_0,0
712_1864_0,0
573_1776_0,0
842_1744_0,0
195_1163_1,1
661_1703_0,0
685_1975_0,0
719_1880_1,1
986_2074_0,0
808_1711_0,0
48_1339_0,0
963_2047_1,1
293_2047_0,0
790_1806_0,0
932_2072_0,0
668_1165_0,0
248_1403_0,0
886_1668_0,0
400_1128_0,0
971_1482_0,0
386_1538_0,0
624_1669_0,0
505_1639_0,0
528_1888_0,0
850_1777_0,0
65_1155_0,0
808_1709_0,0
533_1845_0,0
848_1801_0,0
962_1169_0,0
1020_1562_0,0
1016_2062_0,0
790_1220_0,0
709_1946_0,0
891_2056_0,0
772_1816_0,0
716_1840_0,0
1028_1082_0,0
545_1913_0,0
553_1678_0,0
717_1894_0,0
620_1945_1,1
25_1124_1,1
1064_1929_1,1
546_1946_0,0
71_2034_1,1
881_1932_1,1
510_1844_0,0
755_1914_1,1
851_1906_0,0
154_1162_0,0
338_1264_0,0
967_2086_0,0
631_1824_0,0
988_1743_0,0
468_1685_1,1
95_1179_0,0
714_1738_0,0
28_1206_0,0
254_1496_0,0
1027_1092_1,1
234_1753_0,0
329_1597_0,0
645_1708_0,0
808_1818_0,0
1040_1166_0,0
910_1353_0,0
261_1753_0,0
534_1599_0,0
618_1796_0,0
808_1620_0,0
783_1372_0,0
330_1718_0,0
585_1762_0,0
750_1719_0,0
79_1162_1,1
428_1717_0,0
784_1372_1,1
567_1749_0,0
22_1278_1,1
790_2157_0,0
759_1696_0,0
986_2042_0,0
27_1628_0,0
842_1669_0,0
710_1974_0,0
897_2025_1,1
927_1183_0,0
838_1532_0,0
346_1818_0,0
917_2092_0,0
907_1691_0,0
227_1162_0,0
570_1801_0,0
750_1598_0,0
1035_1545_1,1
1074_1412_1,1
950_1735_0,0
942_1501_0,0
962_1088_0,0
551_1678_0,0
471_1658_0,0
709_1650_0,0
571_1777_0,0
21_1129_0,0
589_1311_0,0
838_2136_0,0
427_1141_0,0
688_1669_0,0
904_2075_0,0
839_1902_0,0
534_1719_0,0
4_1276_0,0
1005_1752_0,0
485_1620_0,0
96_2047_0,0
483_1993_0,0
131_1325_0,0
14_1277_0,0
256_1953_1,1
115_1129_0,0
639_1971_0,0
940_1233_1,1
948_1618_0,0
570_1776_0,0
358_1514_1,1
293_1182_1,1
360_1202_0,0
902_1625_0,0
737_1916_0,0
171_1156_0,0
434_1180_0,0
485_1501_0,0
632_1799_0,0
400_1242_0,0
884_2074_0,0
291_1882_0,0
767_1291_0,0
799_1439_0,0
941_2018_0,0
61_1390_0,0
1012_1383_0,0
774_2077_0,0
866_1809_0,0
780_1149_0,0
153_1350_0,0
381_1479_1,1
667_2053_0,0
257_1384_0,0
1011_1662_0,0
449_1991_0,0
540_1664_0,0
251_1383_0,0
998_2042_0,0
598_1373_0,0
753_1924_0,0
256_1954_0,0
781_1163_0,0
907_1617_0,0
440_1590_0,0
973_1449_0,0
612_1778_0,0
907_2048_0,0
1031_1373_0,0
226_1527_1,1
163_1198_0,0
853_1900_0,0
231_1791_0,0
907_1962_0,0
116_1242_0,0
650_1740_0,0
10_1261_1,1
185_1477_0,0
592_1776_0,0
907_1618_0,0
309_1428_1,1
837_1937_1,1
658_1220_0,0
142_2030_1,1
44_1430_0,0
853_1908_0,0
13_1725_0,0
956_1995_1,1
597_1701_0,0
718_1880_0,0
33_1965_0,0
840_1896_0,0
557_1678_0,0
457_1592_1,1
448_1369_0,0
716_1650_0,0
201_1709_0,0
906_1691_0,0
1046_1178_0,0
305_1506_0,0
878_1728_0,0
963_1314_0,0
621_1801_0,0
560_1643_0,0
88_1154_0,0
743_1854_0,0
132_2094_0,0
417_1246_1,1
779_1088_1,1
750_1716_0,0
441_2060_0,0
213_1958_0,0
632_1913_0,0
110_1448_0,0
1057_1156_0,0
136_1287_0,0
980_1321_0,0
84_1366_0,0
506_1640_1,1
129_1110_1,1
636_1777_0,0
903_1234_0,0
257_1259_0,0
536_1222_0,0
901_1712_0,0
169_1340_1,1
681_1971_0,0
661_1751_0,0
257_1139_0,0
637_1946_0,0
457_2062_0,0
795_1898_0,0
551_1675_0,0
582_1745_0,0
1000_1717_0,0
353_1153_0,0
345_1355_0,0
842_2140_0,0
111_2047_0,0
300_1535_0,0
483_1664_0,0
282_1265_0,0
1029_1082_1,1
483_1624_0,0
360_1128_0,0
846_1609_0,0
498_1963_1,1
338_1782_1,1
878_1762_0,0
770_1706_0,0
387_1538_0,0
270_1190_0,0
849_1904_0,0
413_1534_1,1
902_1993_0,0
481_1809_0,0
713_1867_0,0
446_1625_0,0
574_1288_0,0
756_1644_0,0
987_1776_0,0
443_1661_0,0
903_1620_0,0
483_1875_0,0
132_1666_0,0
808_1736_0,0
958_2009_0,0
201_1215_1,1
686_1711_0,0
302_1950_0,0
617_1569_0,0
795_1759_0,0
213_1315_0,0
562_2031_0,0
560_1925_0,0
298_1400_0,0
284_1614_1,1
911_2054_1,1
864_1568_0,0
182_1701_0,0
636_1749_0,0
537_1421_0,0
440_1658_0,0
456_1591_0,0
949_2073_0,0
251_1543_0,0
1023_1562_0,0
63_1241_0,0
549_1103_0,0
985_2139_0,0
734_1816_0,0
33_1714_0,0
995_1962_0,0
536_1117_0,0
1062_1636_0,0
639_2159_0,0
1038_1798_0,0
1052_1747_0,0
648_2033_0,0
451_1105_0,0
965_2050_0,0
343_1669_0,0
676_1982_0,0
689_2120_0,0
434_1169_0,0
58_1325_0,0
285_1517_0,0
1059_2079_1,1
547_1913_0,0
665_1719_0,0
478_1818_0,0
371_1557_1,1
709_2031_0,0
264_1280_0,0
908_1707_0,0
907_1623_0,0
904_2073_0,0
666_1708_0,0
501_1638_0,0
1018_2125_1,1
691_1868_0,0
408_1253_0,0
484_2042_0,0
533_1835_0,0
543_2156_0,0
548_1791_0,0
675_1973_0,0
181_2094_0,0
967_2093_0,0
19_1293_1,1
621_1768_0,0
658_2094_0,0
922_2091_0,0
1002_2099_0,0
424_1366_0,0
365_1142_0,0
776_1781_0,0
947_1709_0,0
630_1955_1,1
878_2070_1,1
490_2042_0,0
535_1716_0,0
34_1280_1,1
56_1184_0,0
436_1086_0,0
496_1709_0,0
939_1376_0,0
1081_1895_0,0
257_1222_0,0
840_1907_0,0
506_1765_0,0
661_1754_0,0
910_2050_0,0
97_2045_0,0
1062_1587_0,0
182_1656_0,0
759_1172_1,1
933_2169_0,0
560_1641_0,0
626_1945_0,0
591_1816_0,0
147_1597_0,0
938_1662_0,0
467_1662_0,0
880_1967_0,0
852_1909_0,0
389_1999_0,0
714_1816_0,0
570_2070_0,0
192_1806_0,0
726_1672_0,0
441_1587_0,0
903_2140_0,0
1041_1268_1,1
663_1203_0,0
771_1706_0,0
484_1809_0,0
1029_1108_0,0
948_1500_0,0
532_1948_0,0
234_1517_0,0
961_2046_0,0
11_1229_0,0
536_1384_0,0
706_2062_0,0
914_2098_0,0
645_2157_0,0
492_1670_0,0
936_2112_0,0
769_1241_0,0
195_1093_0,0
1007_2173_1,1
981_2134_0,0
734_1824_0,0
921_2086_0,0
209_1376_1,1
620_1774_0,0
943_1945_0,0
96_1170_0,0
330_1259_0,0
988_1617_0,0
854_1801_0,0
308_1319_0,0
849_1897_0,0
1015_1743_0,0
896_1706_0,0
592_1826_0,0
149_1437_0,0
488_2074_0,0
865_1569_0,0
562_1969_0,0
815_1784_1,1
700_1855_0,0
780_1328_0,0
296_1163_0,0
530_1380_0,0
293_1170_0,0
765_1719_0,0
177_1153_0,0
918_2089_1,1
382_1546_0,0
584_1749_0,0
875_1619_0,0
395_1930_1,1
717_1880_0,0
143_1525_0,0
721_1893_0,0
942_1670_0,0
371_1619_0,0
1038_1968_0,0
710_2065_0,0
560_1645_0,0
562_1840_0,0
760_1994_1,1
577_1712_0,0
171_1128_0,0
506_1925_0,0
532_1676_0,0
920_2089_0,0
880_1921_0,0
961_1183_0,0
521_1619_0,0
594_1527_0,0
659_1753_0,0
1022_1571_0,0
1002_1500_0,0
547_1781_0,0
907_1481_0,0
904_1557_0,0
184_1927_0,0
790_1722_0,0
178_1249_0,0
143_1875_0,0
870_1100_0,0
748_2018_0,0
675_1967_0,0
620_1842_0,0
408_1107_0,0
578_1689_0,0
168_1128_0,0
813_1879_0,0
989_1711_0,0
785_2050_0,0
848_1745_0,0
360_1141_0,0
428_1383_0,0
1019_1192_0,0
513_1274_0,0
191_1543_0,0
920_2088_0,0
904_1736_0,0
54_1199_0,0
632_1968_0,0
666_1474_0,0
1048_1141_0,0
695_1970_1,1
901_1928_0,0
43_1893_0,0
490_1928_0,0
96_1171_0,0
981_2149_0,0
533_1994_0,0
191_1139_0,0
806_1481_0,0
581_1777_0,0
884_1926_0,0
498_2139_0,0
435_2046_0,0
575_1656_0,0
1013_1326_0,0
502_1639_0,0
907_1376_0,0
257_1720_0,0
422_1291_0,0
686_1873_0,0
96_1179_0,0
365_2030_0,0
923_2086_0,0
562_1774_0,0
153_1719_0,0
452_1591_0,0
33_1259_0,0
86_1237_1,1
654_1983_0,0
285_1703_0,0
932_2069_0,0
12_1417_0,0
562_1732_0,0
844_1758_0,0
721_1422_0,0
839_1896_1,1
541_1672_1,1
1018_1671_0,0
1019_1562_0,0
964_1088_0,0
410_1608_0,0
636_1796_0,0
670_1668_0,0
463_1099_0,0
684_1973_0,0
533_1676_0,0
76_1309_1,1
886_1618_0,0
329_1220_0,0
87_1289_0,0
502_1644_0,0
231_1948_0,0
988_1593_0,0
947_2020_0,0
